term,rho,pval,n_papers,ui,disease_term
"D013056:Spectrophotometry, Ultraviolet",0.49804782495174393,0.02157892272461055,21,D013056,False
D013057:Spectrum Analysis,0.3281767043605561,0.11743597807419945,24,D013057,False
D013058:Mass Spectrometry,-0.01934806145451675,0.6819613047554676,451,D013058,False
"D013059:Spectrum Analysis, Raman",-0.4117792453398488,0.27080524598002204,9,D013059,False
D013060:Speech,-0.19999999999999998,0.6059012741795533,9,D013060,False
D013063:Speech Discrimination Tests,,,1,D013063,False
D013064:Speech Disorders,-0.11208791208791209,0.7028331631967695,14,D013064,True
D013065:Speech Intelligibility,,,1,D013065,False
D013066:Speech-Language Pathology,-0.9999999999999999,,2,D013066,False
D013067:Speech Perception,-0.6424360411742994,0.08583095583295039,8,D013067,False
D013069:Speech Reception Threshold Test,,,1,D013069,False
D013075:Sperm Capacitation,-0.0796657707552704,0.7457896809364442,19,D013075,False
D013076:Sperm Count,-0.16622360480082665,0.29895222902817864,41,D013076,False
D013077:Sperm Head,-0.04598004898717029,0.8932124414296368,11,D013077,False
D013079:Sperm Maturation,0.9999999999999999,,2,D013079,False
D013081:Sperm Motility,-0.27442437428431765,0.010104786321707793,87,D013081,False
D013082:Sperm Tail,-0.23285805526176942,0.4036119388469587,15,D013082,False
D013084:Sperm-Ovum Interactions,-0.8116794499134279,0.04985758510134035,6,D013084,False
D013085:Spermatic Cord,,,1,D013085,False
D013086:Spermatic Cord Torsion,,,1,D013086,True
D013087:Spermatids,-0.15020919869682395,0.5518943299265557,18,D013087,False
D013090:Spermatocytes,-0.08375778155065083,0.7109510531809247,22,D013090,False
D013091:Spermatogenesis,0.06111699453028465,0.5278349781154952,109,D013091,False
D013093:Spermatogonia,0.3177094106375776,0.16048230421461537,21,D013093,False
D013094:Spermatozoa,-0.08851542271392722,0.29486081881807413,142,D013094,False
D013095:Spermidine,0.0420182903408009,0.9145268818669684,9,D013095,False
D013096:Spermine,0.22594340036404525,0.5588463751684138,9,D013096,False
D013100:Sphenoid Bone,,,1,D013100,False
"D013103:Spherocytosis, Hereditary",-0.9999999999999999,,2,D013103,True
D013107:Sphingolipids,-0.08313377154314919,0.6863943877141123,26,D013107,False
D013108:Sphingomyelin Phosphodiesterase,-0.404563443948656,0.08578258453814931,19,D013108,False
D013109:Sphingomyelins,-0.1520539832089106,0.5601721899757894,17,D013109,False
D013110:Sphingosine,0.0622788054541692,0.6058843182941915,71,D013110,False
D013111:Spider Venoms,-0.49999999999999994,0.39100221895577053,5,D013111,False
D013112:Spiders,,,1,D013112,False
D013113:Spin Labels,-0.17957857802974764,0.5765274050508532,12,D013113,False
D013115:Spinal Canal,,,2,D013115,False
D013116:Spinal Cord,0.08041082073921614,0.35569529182504345,134,D013116,False
D013117:Spinal Cord Compression,,,1,D013117,True
D013118:Spinal Cord Diseases,-0.28571428571428575,0.5345092286010406,7,D013118,True
D013119:Spinal Cord Injuries,0.05005018159046821,0.7245649788874884,52,D013119,True
D013120:Spinal Cord Neoplasms,0.6000000000000001,0.3999999999999999,4,D013120,True
D013121:Spinal Curvatures,1.0,0.0,3,D013121,True
D013122:Spinal Diseases,0.6708203932499368,0.21516994256955005,5,D013122,True
D013123:Spinal Fusion,0.09107651110783746,0.8637629700202579,6,D013123,False
D013125:Spinal Neoplasms,0.17455935059992592,0.41461300297642856,24,D013125,True
D013126:Spinal Nerve Roots,-0.632455532033676,0.367544467966324,4,D013126,False
D013127:Spinal Nerves,-0.24325638628366394,0.5991442279687278,7,D013127,False
D013129:Spinal Puncture,-0.8660254037844387,0.3333333333333332,3,D013129,False
D013130:Spinal Stenosis,0.59497969534414,0.05349506109212124,11,D013130,True
D013131:Spine,-0.19476404989446255,0.13590335244466287,60,D013131,False
D013132:Spinocerebellar Degenerations,-0.2015504145117385,0.422553945080677,18,D013132,True
D013136:Spiral Ganglion,0.17482517482517487,0.5868236643627043,12,D013136,False
D013141:Spiro Compounds,-0.6007365760557528,0.0031117716656304814,22,D013141,False
D013147:Spirometry,-0.13198950849299895,0.4231493615118307,39,D013147,False
D013148:Spironolactone,0.21606584926709776,0.5488098935120211,10,D013148,False
D013150:Spirostans,0.7745966692414834,0.22540333075851657,4,D013150,False
D013152:Splanchnic Circulation,0.28988551782622424,0.5773517870348748,6,D013152,False
D013154:Spleen,0.07087677859590025,0.4639452180457123,109,D013154,False
D013156:Splenectomy,-0.29437724617506106,0.3069537364104711,14,D013156,False
D013158:Splenic Diseases,,,1,D013158,True
D013160:Splenic Neoplasms,-0.1940739192359849,0.4882647662722366,15,D013160,True
D013162:Splenic Vein,,,1,D013162,False
D013163:Splenomegaly,0.14580601148629685,0.5514398517860413,19,D013163,True
"D013167:Spondylitis, Ankylosing",-0.10208889225984122,0.31216129006288934,100,D013167,True
D013168:Spondylolisthesis,,,2,D013168,True
D013169:Spondylolysis,,,1,D013169,True
D013170:Spores,,,1,D013170,False
"D013171:Spores, Bacterial",,,1,D013171,False
"D013172:Spores, Fungal",0.6216120294456302,0.05503645975281994,10,D013172,False
D013174:Sporotrichosis,,,2,D013174,True
D013175:Sporothrix,,,2,D013175,False
D013177:Sports,-0.10115610777177465,0.7672774412717519,11,D013177,False
D013180:Sprains and Strains,,,1,D013180,True
D013181:Cortical Spreading Depression,,,1,D013181,False
D013183:Sputum,-0.1375149016986161,0.27467133666937565,65,D013183,False
D013185:Squalene,0.0,1.0,3,D013185,False
D013188:Sri Lanka,-0.3810245284882881,0.09742115964990132,20,D013188,False
D013194:Staining and Labeling,-0.012515032395819966,0.9057480895923855,92,D013194,False
D013196:Dihydrotestosterone,0.2418765230356863,0.1822933912441244,32,D013196,False
D013199:Stapes,0.10540925533894598,0.894590744661054,4,D013199,False
D013203:Staphylococcal Infections,0.27119397048365185,0.09957141543617275,38,D013203,True
D013205:Staphylococcal Protein A,-0.9999999999999999,,2,D013205,False
D013207:Staphylococcal Skin Infections,-0.14458880781356398,0.7326507408997529,8,D013207,True
D013210:Staphylococcus,-0.7378647873726218,0.2621352126273781,4,D013210,False
D013211:Staphylococcus aureus,0.03895759254252872,0.7298689505238556,81,D013211,False
D013212:Staphylococcus epidermidis,-0.06356417261637282,0.8615138163173962,10,D013212,False
D013213:Starch,0.0,1.0,3,D013213,False
D013215:Starfish,,,1,D013215,False
"D013216:Reflex, Startle",-0.09090909090909091,0.7903727377532903,11,D013216,False
D013217:Starvation,0.15142114623808742,0.3265081833864538,44,D013217,True
D013223:Statistics as Topic,0.015146823478558858,0.8918931182557648,83,D013223,False
D013226:Status Epilepticus,0.2719900316708831,0.30816203749356386,16,D013226,True
D013229:Stearic Acids,-0.42857142857142866,0.337368311085824,7,D013229,False
D013230:Stearoyl-CoA Desaturase,0.22370175794364933,0.19642036716988195,35,D013230,False
D013232:Steel,0.9999999999999999,,2,D013232,False
D013233:Stellate Ganglion,0.8660254037844387,0.3333333333333332,3,D013233,False
D013234:Stem Cells,0.018445671041943456,0.731680711123746,348,D013234,False
D013237:Stereoisomerism,-0.051626714307228434,0.7981540026759104,27,D013237,False
D013238:Stereotaxic Techniques,-0.20862429481137176,0.6200314745733677,8,D013238,False
D013239:Stereotyped Behavior,-0.02395252523826518,0.9551061898789129,8,D013239,False
D013242:Sterilization,,,1,D013242,False
D013249:Sternum,-0.8660254037844387,0.3333333333333332,3,D013249,False
D013250:Steroid Hydroxylases,0.632455532033676,0.367544467966324,4,D013250,False
D013251:Steroid Isomerases,-0.5401314777542601,0.16698762473215406,8,D013251,False
D013252:Steroid 11-beta-Hydroxylase,0.08181818181818182,0.861565582776583,7,D013252,False
D013254:Steroid 17-alpha-Hydroxylase,-0.5192168670254871,0.018974564584766474,20,D013254,False
D013255:Steroid 21-Hydroxylase,0.39999999999999997,0.6,4,D013255,False
D013256:Steroids,-0.27880727454642756,0.0161518321410782,74,D013256,False
D013261:Sterols,-0.3530471619189202,0.19678229546282797,15,D013261,False
D013262:Stevens-Johnson Syndrome,0.21212201702380482,0.486594472078418,13,D013262,True
D013264:Stifle,0.9999999999999999,,2,D013264,False
D013265:Stigmasterol,-0.9999999999999999,,2,D013265,False
D013267:Stilbenes,-0.05248805346386689,0.6395516057628245,82,D013267,False
"D013268:Stimulation, Chemical",-0.5400617248673216,0.21079575400291176,7,D013268,False
D013269:Stochastic Processes,-0.13284803468862985,0.6112518001078331,17,D013269,False
D013270:Stomach,-0.11751427079784045,0.11213094458662547,184,D013270,False
D013272:Stomach Diseases,0.0,1.0,4,D013272,True
D013274:Stomach Neoplasms,-0.08441305303227853,0.0026376994119679752,1267,D013274,True
D013276:Stomach Ulcer,-0.02898855178262242,0.9565293523898406,6,D013276,True
D013280:Stomatitis,0.42824712472351295,0.18882538124851928,11,D013280,True
"D013281:Stomatitis, Aphthous",-0.48786347446605066,0.07677102588291647,14,D013281,True
"D013283:Stomatitis, Herpetic",,,2,D013283,True
D013284:Stomatognathic System,,,1,D013284,False
D013285:Strabismus,-0.7142857142857143,0.1107871720116617,6,D013285,True
D013287:Illicit Drugs,-0.028571428571428574,0.9571545189504373,6,D013287,False
D013290:Streptococcal Infections,-0.03838253487562932,0.8523223406230171,26,D013290,True
D013291:Streptococcus,0.5270462766947298,0.3614548502018728,5,D013291,False
D013292:Streptococcus agalactiae,0.39999999999999997,0.5046315754686911,5,D013292,False
D013293:Enterococcus faecalis,0.22754898976351917,0.5878445645010817,8,D013293,False
D013294:Lactococcus lactis,0.0,1.0,3,D013294,False
D013295:Streptococcus mutans,0.0,1.0,3,D013295,False
D013296:Streptococcus pneumoniae,-0.130930610152286,0.4206494897431359,40,D013296,False
D013297:Streptococcus pyogenes,-0.3769544031949948,0.09209610935416425,21,D013297,False
D013298:Streptococcus sanguis,,,1,D013298,False
D013300:Streptokinase,0.8660254037844387,0.3333333333333332,3,D013300,False
D013301:Streptolysins,-1.0,0.0,3,D013301,False
D013302:Streptomyces,0.5,0.6666666666666667,3,D013302,False
D013305:Streptomyces griseus,,,1,D013305,False
D013311:Streptozocin,-0.047425854301482884,0.7384798133429834,52,D013311,False
"D013312:Stress, Physiological",0.04960104690919287,0.3705546062299717,328,D013312,False
"D013313:Stress Disorders, Post-Traumatic",-0.257440417457153,0.10416980116094358,41,D013313,False
"D013314:Stress, Mechanical",-0.01563784050508063,0.8723832627798999,108,D013314,False
"D013315:Stress, Psychological",-0.040387341145911484,0.7169679570584434,83,D013315,False
D013316:Stria Vascularis,-0.9999999999999999,,2,D013316,False
D013318:Stroke Volume,-0.16640846782373853,0.1961251712338414,62,D013318,False
D013322:Strongyloidiasis,,,1,D013322,True
D013324:Strontium,-0.5,0.6666666666666667,3,D013324,False
D013329:Structure-Activity Relationship,-0.012208794758826993,0.7982083218669865,441,D013329,False
D013330:Struma Ovarii,,,1,D013330,True
D013331:Strychnine,-0.9999999999999999,,2,D013331,False
D013334:Students,-0.050114025233602574,0.8836652681267614,11,D013334,False
"D013337:Students, Medical",-0.6000000000000001,0.3999999999999999,4,D013337,False
D013341:Sturge-Weber Syndrome,,,1,D013341,True
D013342:Stuttering,0.20191135200894694,0.6641688709265706,7,D013342,True
D013343:Styrenes,0.47434164902525683,0.41953112817892135,5,D013343,False
D013344:Subacute Sclerosing Panencephalitis,-0.36037498507822363,0.42714880856090626,7,D013344,True
D013345:Subarachnoid Hemorrhage,-0.00659748940568445,0.9629761797570315,52,D013345,True
D013347:Subcellular Fractions,0.0670455072733091,0.4010841683086862,159,D013347,False
D013356:Subfornical Organ,0.5,0.6666666666666667,3,D013356,False
D013362:Sublingual Gland Neoplasms,,,2,D013362,True
D013363:Submandibular Gland,0.009196009797434058,0.9785918752796519,11,D013363,False
D013367:Submitochondrial Particles,,,1,D013367,False
D013368:Submucous Plexus,0.9999999999999999,,2,D013368,False
D013373:Substance P,-0.22703633814026164,0.24530031587721415,28,D013373,False
D013375:Substance Withdrawal Syndrome,-0.10041928905068676,0.7971388092372127,9,D013375,True
D013376:Substantia Gelatinosa,,,1,D013376,False
D013378:Substantia Nigra,0.11370445815619032,0.39118005660428545,59,D013378,False
D013379:Substrate Specificity,-0.02849599276003471,0.570836253943561,398,D013379,False
D013381:Subtilisins,-0.21150822534098337,0.5324169870362048,11,D013381,False
D013383:Suburban Population,-0.8660254037844387,0.3333333333333332,3,D013383,False
D013385:Succinate Dehydrogenase,-0.1728395426596515,0.45372652070384456,21,D013385,False
D013386:Succinates,-0.2653172039390836,0.27229124292833506,19,D013386,False
D013388:Succinimides,0.8669214468630109,0.011535549461398788,7,D013388,False
D013389:Succinate-CoA Ligases,,,1,D013389,False
D013395:Sucrose,0.6315828352402535,0.02760228151721332,12,D013395,False
D013396:Suction,,,1,D013396,False
D013397:Sudan,-0.5952380952380953,0.11952980613879262,8,D013397,False
D013398:Sudden Infant Death,-0.04958696501855178,0.8721954128534535,13,D013398,True
D013401:Sugar Alcohol Dehydrogenases,-0.8660254037844387,0.3333333333333332,3,D013401,False
D013402:Sugar Alcohols,0.7745966692414834,0.22540333075851657,4,D013402,False
D013403:Sugar Phosphates,,,1,D013403,False
D013405:Suicide,-0.10727056424842683,0.5589770521840028,32,D013405,False
"D013406:Suicide, Attempted",-0.2671561812265655,0.22939181070333087,22,D013406,False
D013420:Sulfamethoxazole,,,3,D013420,False
D013429:Sulfatases,0.47905050476530353,0.22974054535741792,8,D013429,False
D013430:Sulfate Adenylyltransferase,0.9999999999999999,,2,D013430,False
D013431:Sulfates,0.06443104747550867,0.7872594474777348,20,D013431,False
D013433:Sulfoglycosphingolipids,-0.432675157835289,0.18379348920821414,11,D013433,False
D013434:Sulfenic Acids,-0.9999999999999999,,2,D013434,False
D013437:Carbon-Sulfur Lyases,-0.39999999999999997,0.6,4,D013437,False
D013438:Sulfhydryl Compounds,-0.3125741949566914,0.0596245797042181,37,D013438,False
D013439:Sulfhydryl Reagents,-0.490990253030983,0.26319381053257324,7,D013439,False
D013440:Sulfides,0.24593812028052828,0.22586586756007918,26,D013440,False
D013447:Sulfites,0.04428055133384632,0.8706498413738383,16,D013447,False
D013448:Sulfobromophthalein,-0.9999999999999999,,2,D013448,False
D013449:Sulfonamides,0.07868106230267648,0.23255122838646625,232,D013449,False
D013450:Sulfones,0.16124441769406955,0.15041336162834315,81,D013450,False
D013451:Sulfonic Acids,-0.17393131069573453,0.7417339277316277,6,D013451,False
D013453:Sulfonylurea Compounds,-0.34235623582431246,0.45225122159090586,7,D013453,False
D013454:Sulfoxides,-0.39999999999999997,0.6,4,D013454,False
D013455:Sulfur,-0.37711889588278485,0.06311924639584378,25,D013455,False
D013458:Sulfur Dioxide,,,1,D013458,False
D013459:Sulfur Hexafluoride,0.9999999999999999,,2,D013459,False
D013462:Sulfur Radioisotopes,,,1,D013462,False
D013463:Sulfuric Acid Esters,-0.5,0.6666666666666667,3,D013463,False
D013466:Sulfurtransferases,-0.27376856027501767,0.2567307246444465,19,D013466,False
D013467:Sulindac,0.7622092916488802,0.010378624499792636,10,D013467,False
D013469:Sulpiride,0.9486832980505139,0.051316701949486114,4,D013469,False
D013471:Sunburn,,,1,D013471,True
D013472:Sunlight,0.3115489162559655,0.25832195100903765,15,D013472,False
D013473:Sunscreening Agents,,,1,D013473,False
D013481:Superoxides,-0.263595124816123,0.056504759407240486,53,D013481,False
D013482:Superoxide Dismutase,0.06260113358472966,0.4481798089097605,149,D013482,False
D013488:Suppositories,,,1,D013488,False
"D013489:Suppression, Genetic",0.05034443575988877,0.8831335462717045,11,D013489,False
"D013491:Suppressor Factors, Immunologic",0.6668859288553503,0.21889398131323154,5,D013491,False
D013493:Suprachiasmatic Nucleus,-0.3188740696088466,0.5379005604702051,6,D013493,False
"D013494:Supranuclear Palsy, Progressive",-0.23231804851240298,0.35358277397700233,18,D013494,True
D013497:Sural Nerve,-0.4404671212983525,0.10033888396514591,15,D013497,False
D013498:Suramin,-0.9710083124552246,0.0012485929031976688,6,D013498,False
D013499:Surface Properties,-0.169760089825554,0.23367634862307843,51,D013499,False
D013500:Surface Tension,-0.19999999999999998,0.8,4,D013500,False
D013501:Surface-Active Agents,0.8999999999999998,0.03738607346849874,5,D013501,False
"D013503:Surgery Department, Hospital",,,1,D013503,False
D013504:Cardiovascular Surgical Procedures,-0.5,0.6666666666666667,3,D013504,False
D013505:Digestive System Surgical Procedures,0.3521214076019994,0.26164342813511765,12,D013505,False
D013508:Ophthalmologic Surgical Procedures,0.9999999999999999,,2,D013508,False
D013509:Gynecologic Surgical Procedures,-0.49999999999999994,0.39100221895577053,5,D013509,False
D013510:Pulmonary Surgical Procedures,,,1,D013510,False
"D013514:Surgical Procedures, Operative",0.39999999999999997,0.5046315754686911,5,D013514,False
D013517:Otorhinolaryngologic Surgical Procedures,-0.2581988897471611,0.7418011102528389,4,D013517,False
"D013518:Surgery, Plastic",,,1,D013518,False
D013520:Urologic Surgical Procedures,,,1,D013520,False
D013524:Surgical Flaps,0.35355339059327373,0.5594043441634878,5,D013524,False
D013530:Surgical Wound Infection,,,1,D013530,True
D013534:Survival,0.10019315530538267,0.6119582018934886,28,D013534,False
D013535:Suspensions,-0.5,0.6666666666666667,3,D013535,False
D013537:Sutures,0.8660254037844387,0.3333333333333332,3,D013537,False
D013539:Simian virus 40,-0.3414105198309057,0.2322202057732074,14,D013539,False
D013542:Sweat,0.19999999999999998,0.8,4,D013542,False
D013543:Sweat Gland Diseases,,,2,D013543,True
D013544:Sweat Gland Neoplasms,0.1758929836715627,0.48508357118592227,18,D013544,True
D013545:Sweat Glands,0.7142857142857144,0.04652823228416724,8,D013545,False
D013546:Sweating,-0.09702368398645364,0.7414283589604396,14,D013546,False
