term,citation_percentile_all,citation_percentile_intro,n_pubs_all,n_pubs_intro,ui,disease_term
"D011615:Psychotherapy, Group",0.17369178394693432,0.17369178394693432,1,1.0,D011615,False
D011618:Psychotic Disorders,0.3795773274826272,0.39910740962055574,120,52.0,D011618,False
D011619:Psychotropic Drugs,0.3853012430994082,0.3853012430994082,15,14.0,D011619,False
D011621:Pteridines,0.5586635313936756,0.5339286305954077,39,17.0,D011621,False
D011622:Pterins,0.42087330466424083,0.42087330466424083,3,1.0,D011622,False
D011623:gamma-Glutamyl Hydrolase,0.3958815745947734,0.4459707394933831,2,2.0,D011623,False
D011624:Pteroylpolyglutamic Acids,0.005301348530532454,,1,,D011624,False
D011625:Pterygium,0.24187705407827906,0.25117433013562684,32,25.0,D011625,True
D011627:Puberty,0.3274280655941413,0.2523441900533448,33,22.0,D011627,False
"D011628:Puberty, Delayed",0.561757814051392,0.573324276862927,13,9.0,D011628,True
"D011629:Puberty, Precocious",0.28353127432718794,0.2849474835161194,42,15.0,D011629,True
D011634:Public Health,0.9585498605238258,0.9585498605238258,2,2.0,D011634,False
D011644:Puerperal Disorders,0.4449553423751241,0.4449553423751241,5,5.0,D011644,True
D011647:Puerto Rico,0.2523441900533448,0.2523441900533448,8,7.0,D011647,False
D011649:Pulmonary Alveolar Proteinosis,0.34161404344890584,0.24187705407827906,11,6.0,D011649,True
D011650:Pulmonary Alveoli,0.4623604254332196,0.45232162285473626,76,53.0,D011650,False
D011651:Pulmonary Artery,0.6189652731794401,0.6410965043322379,183,109.0,D011651,False
D011652:Pulmonary Circulation,0.11798813823266294,0.24063060930157198,6,4.0,D011652,False
D011653:Pulmonary Diffusing Capacity,0.4814340364300004,0.4814340364300004,7,7.0,D011653,False
D011654:Pulmonary Edema,0.598730150759037,0.6645220223201874,17,13.0,D011654,True
D011655:Pulmonary Embolism,0.2686018146069202,0.3186666954482776,52,28.0,D011655,True
D011656:Pulmonary Emphysema,0.5516043665233212,0.5730606864650171,33,22.0,D011656,True
D011657:Pulmonary Eosinophilia,0.8765837223177623,0.5183157923770394,6,2.0,D011657,True
D011658:Pulmonary Fibrosis,0.7470255852314603,0.754481625336122,137,96.0,D011658,True
D011659:Pulmonary Gas Exchange,0.22034402911015546,0.22034402911015546,4,4.0,D011659,False
D011660:Pulmonary Heart Disease,0.42087330466424083,0.42087330466424083,1,1.0,D011660,True
D011661:Pulmonary Stretch Receptors,0.42745939076214307,0.42745939076214307,1,1.0,D011661,False
D011663:Pulmonary Surfactants,0.3472714621781916,0.5310253335134716,8,6.0,D011663,False
D011664:Pulmonary Valve,0.060418806533912066,0.060418806533912066,1,1.0,D011664,False
D011665:Pulmonary Valve Insufficiency,0.18632915186106785,0.18632915186106785,2,2.0,D011665,True
D011666:Pulmonary Valve Stenosis,0.7687326711823956,0.5823071228885845,3,2.0,D011666,True
D011667:Pulmonary Veins,0.42745939076214307,0.3407408475966277,12,11.0,D011667,False
D011668:Pulmonary Veno-Occlusive Disease,0.6880913000330797,0.6880913000330797,3,3.0,D011668,True
D011669:Pulmonary Wedge Pressure,0.17801519369502988,0.21808422517477882,4,3.0,D011669,False
D011671:Pulpitis,0.24822272528694547,0.24822272528694547,6,6.0,D011671,True
D011673:Pulsatile Flow,0.11798813823266294,0.11798813823266294,9,9.0,D011673,False
D011674:Pulse,0.1898114455838571,0.1898114455838571,1,1.0,D011674,False
D011677:Punctures,0.510967164772539,0.510967164772539,4,3.0,D011677,False
D011678:Punishment,0.24822272528694547,0.24822272528694547,7,5.0,D011678,False
D011679:Pupa,0.37930960625884735,0.37930960625884735,4,4.0,D011679,False
D011680:Pupil,0.43324245593068417,0.06961948588536246,7,2.0,D011680,False
D011681:Pupil Disorders,0.0897541141099333,0.02125083353806198,2,1.0,D011681,True
D011683:Purine-Nucleoside Phosphorylase,0.5516043665233212,0.9897167725406241,22,7.0,D011683,False
D011684:Purine Nucleosides,0.15330235513721752,0.15330235513721752,2,2.0,D011684,False
D011685:Purine Nucleotides,0.46986087398682913,0.46986087398682913,2,2.0,D011685,False
"D011686:Purine-Pyrimidine Metabolism, Inborn Errors",0.3072237052530539,0.15960188228264116,8,2.0,D011686,True
D011687:Purines,0.6420429723182016,0.5880582203109493,108,61.0,D011687,False
D011688:Purinones,0.3742462608136993,,2,,D011688,False
D011689:Purkinje Cells,0.6420429723182016,0.6420429723182016,45,33.0,D011689,False
D011690:Purkinje Fibers,0.7354111652857962,0.8287793582533907,2,1.0,D011690,False
D011691:Puromycin,0.4986317979173166,0.561757814051392,6,5.0,D011691,False
D011692:Puromycin Aminonucleoside,0.2801514197674033,0.3771743812332262,8,7.0,D011692,False
D011693:Purpura,0.34177968905061196,0.752035426347353,3,1.0,D011693,True
"D011695:Purpura, Schoenlein-Henoch",0.1898114455838571,0.2000476587632551,38,20.0,D011695,True
"D011697:Purpura, Thrombotic Thrombocytopenic",0.5308303010254714,0.2731971551438968,31,4.0,D011697,True
"D011698:Pursuit, Smooth",0.617300131061599,0.617300131061599,1,1.0,D011698,False
D011699:Putamen,0.791850351483379,0.8916954605027999,14,8.0,D011699,False
D011700:Putrescine,0.9139262274944723,0.9139262274944723,4,2.0,D011700,False
D011701:PUVA Therapy,0.7889844525305988,0.7889844525305988,2,2.0,D011701,False
D011704:Pyelonephritis,0.5985584105168807,0.6018511536540738,9,8.0,D011704,True
D011706:Pyloric Antrum,0.4914654316903738,0.796146212371816,6,4.0,D011706,False
D011708:Pylorus,0.1735405187905722,0.34177968905061196,2,1.0,D011708,False
D011710:Pyocyanine,0.21808422517477882,0.21808422517477882,1,1.0,D011710,False
D011711:Pyoderma,0.10804638786290162,0.10804638786290162,1,1.0,D011711,True
D011712:Pyramidal Tracts,0.5181602024503033,0.457658723079073,14,10.0,D011712,False
D011714:Pyrans,0.6596579025993426,0.6596579025993426,18,16.0,D011714,False
D011718:Pyrazinamide,0.570195170360569,0.2053007923675747,7,4.0,D011718,False
D011719:Pyrazines,0.6410965043322379,0.6708690898247242,120,74.0,D011719,False
D011720:Pyrazoles,0.6993714852795236,0.6928192889481627,423,164.0,D011720,False
D011721:Pyrenes,0.42745939076214307,0.42745939076214307,9,6.0,D011721,False
D011722:Pyrethrins,0.3554557259677816,0.3554557259677816,4,4.0,D011722,False
D011724:Pyridazines,0.6702828128163845,0.6420429723182016,38,28.0,D011724,False
D011725:Pyridines,0.6574003512143402,0.6601972414277191,548,203.0,D011725,False
D011726:Pyridinium Compounds,0.777686599045172,0.7302348660271254,18,16.0,D011726,False
D011728:Pyridones,0.7495305057894066,0.7637255226798317,112,60.0,D011728,False
D011729:Pyridostigmine Bromide,0.9114455838570956,0.9114455838570956,3,3.0,D011729,False
D011732:Pyridoxal Phosphate,0.7337432967066897,0.9154466686585001,16,6.0,D011732,False
D011734:Pyridoxaminephosphate Oxidase,0.9154466686585001,0.9154466686585001,5,1.0,D011734,False
D011736:Pyridoxine,0.4211911697609939,0.6326774500499709,11,2.0,D011736,False
D011738:Pyrilamine,0.15330235513721752,0.15330235513721752,1,1.0,D011738,False
D011739:Pyrimethamine,0.2523441900533448,,1,,D011739,False
D011740:Pyrimidine Dimers,0.5240513893038542,0.5240513893038542,17,11.0,D011740,False
D011741:Pyrimidine Nucleosides,0.4769129285617967,0.4769129285617967,4,4.0,D011741,False
D011742:Pyrimidine Nucleotides,0.891878928217003,0.891878928217003,2,2.0,D011742,False
D011743:Pyrimidines,0.6645220223201874,0.6645220223201874,666,257.0,D011743,False
D011744:Pyrimidinones,0.7263215017985598,0.7302348660271254,110,62.0,D011744,False
D011748:Pyrogallol,0.9715348991068475,0.9715348991068475,1,1.0,D011748,False
D011751:Pyroglutamyl-Peptidase I,0.18312845830158048,0.18312845830158048,1,1.0,D011751,False
D011752:Pyroglutamate Hydrolase,0.17369178394693432,,1,,D011752,False
D011753:Pyrones,0.6098373148669692,0.5779307176200655,30,22.0,D011753,False
D011755:Pyrophosphatases,0.43437411885696264,0.22614857863075852,127,36.0,D011755,False
D011756:Diphosphates,0.5801581122841364,0.5985584105168807,11,8.0,D011756,False
D011758:Pyrroles,0.6422915079023227,0.6422915079023227,190,100.0,D011758,False
D011759:Pyrrolidines,0.570195170360569,0.5323881011954407,54,32.0,D011759,False
D011760:Pyrrolidinones,0.5416711001928152,0.46687782964236835,21,14.0,D011760,False
D011761:Pyrrolidonecarboxylic Acid,0.7101984692356118,0.6133135083965862,12,8.0,D011761,False
D011762:Pyrroline Carboxylate Reductases,0.8562368547094331,0.8190086478247904,11,4.0,D011762,False
D011763:Pyrrolizidine Alkaloids,0.8904989542874215,0.8904989542874215,1,1.0,D011763,False
D011765:Pyruvaldehyde,0.6928192889481627,0.650198478332782,31,15.0,D011765,False
D011766:Pyruvate Carboxylase,0.8922622311059869,0.8340886536553093,9,4.0,D011766,False
D011768:Pyruvate Dehydrogenase Complex,0.8562293975138012,0.8827158451869004,24,21.0,D011768,False
D011769:Pyruvate Dehydrogenase (Lipoamide)-Phosphatase,0.5240513893038542,0.4757553900329986,3,3.0,D011769,False
D011770:Pyruvate Kinase,0.7729159219984909,0.8251383320632186,79,37.0,D011770,False
D011773:Pyruvates,0.7433635120831426,0.7657955673172345,19,14.0,D011773,False
D011774:Pyrvinium Compounds,0.7584669918927456,0.7584669918927456,1,1.0,D011774,False
D011778:Q Fever,0.18653404554382869,0.18653404554382869,2,2.0,D011778,True
D011780:Qatar,0.3590949697234018,0.3590949697234018,2,2.0,D011780,False
D011782:Quadriplegia,0.699495937219179,0.7037610707335478,7,6.0,D011782,True
D011784:Quail,0.4914654316903738,0.5506513732786715,5,5.0,D011784,False
D011786:Quality Control,0.34161404344890584,0.34161404344890584,24,23.0,D011786,False
D011788:Quality of Life,0.34161404344890584,0.363273080370481,84,56.0,D011788,False
D011789:Quantum Theory,0.34161404344890584,0.3189364152666905,16,15.0,D011789,False
D011791:Quartz,0.34161404344890584,0.34161404344890584,1,1.0,D011791,False
D011792:Quebec,0.4083774396295071,0.3958815745947734,22,19.0,D011792,False
D011793:Queensland,0.4623604254332196,0.4623604254332196,3,3.0,D011793,False
D011794:Quercetin,0.650198478332782,0.6337493046971905,36,26.0,D011794,False
D011795:Surveys and Questionnaires,0.31223949718822364,0.3166230409860508,356,121.0,D011795,False
D011796:Quinacrine,0.8312514495874889,0.6381033959813065,3,3.0,D011796,False
D011799:Quinazolines,0.6008181797434016,0.6422981083073035,500,160.0,D011799,False
D011801:Quinic Acid,0.31223949718822364,0.31223949718822364,1,1.0,D011801,False
D011802:Quinidine,0.5667542020042877,0.9788455176976514,6,1.0,D011802,False
D011803:Quinine,0.3771743812332262,0.3771743812332262,1,1.0,D011803,False
D011804:Quinolines,0.6265696961664623,0.6265696961664623,198,89.0,D011804,False
D011806:Quinolinium Compounds,0.7160015162900232,0.7160015162900232,4,2.0,D011806,False
D011807:Quinolizines,0.4999404265459311,0.4999404265459311,14,13.0,D011807,False
D011808:Quinone Reductases,0.34177968905061196,0.2849474835161194,6,1.0,D011808,False
D011809:Quinones,0.5880582203109493,0.3482322121626834,8,4.0,D011809,False
D011810:Quinoxalines,0.6296715516899003,0.6420429723182016,30,24.0,D011810,False
D011812:Quinuclidines,0.6233109886638823,0.6233109886638823,8,8.0,D011812,False
D011815:R Factors,0.8889513728084684,0.8889513728084684,1,1.0,D011815,False
D011817:Rabbits,0.4573410241439779,0.4960599043919928,240,107.0,D011817,False
D011818:Rabies,0.6410965043322379,0.6410965043322379,3,3.0,D011818,True
D011820:Rabies virus,0.5422559926999614,0.6030779489699224,8,7.0,D011820,False
D011827:Radiation,0.690196205894144,0.6601972414277191,16,15.0,D011827,False
D011828:Radiation Chimera,0.6776217508216313,0.6776217508216313,12,12.0,D011828,False
D011829:Radiation Dosage,0.2962587870844752,0.17369178394693432,26,22.0,D011829,False
D011830:Radiation Effects,0.8687916238693217,0.8687916238693217,1,1.0,D011830,False
D011832:Radiation Injuries,0.39910740962055574,0.42087330466424083,36,28.0,D011832,True
"D011833:Radiation Injuries, Experimental",0.5340960937774191,0.5340960937774191,10,10.0,D011833,True
D011834:Radiation Monitoring,0.0658882402001668,0.0658882402001668,3,3.0,D011834,False
D011835:Radiation Protection,0.1898114455838571,0.1898114455838571,1,1.0,D011835,False
D011836:Radiation Tolerance,0.663364207740655,0.663364207740655,570,327.0,D011836,False
D011837:Radiation-Protective Agents,0.6566514078777204,0.554835823862695,7,6.0,D011837,False
D011838:Radiation-Sensitizing Agents,0.7101984692356118,0.6322037464980601,53,29.0,D011838,False
"D011839:Radiation, Ionizing",0.5902140672782875,0.617300131061599,178,121.0,D011839,False
D011842:Radicular Cyst,0.1749254292762379,0.10143896791266953,6,6.0,D011842,True
D011843:Radiculopathy,0.31155939082630174,0.31155939082630174,2,2.0,D011843,True
D011846:Radio Waves,0.31223949718822364,0.31223949718822364,2,2.0,D011846,False
D011847:Radioactive Fallout,0.7637255226798317,0.7637255226798317,1,1.0,D011847,False
D011849:Radioactive Tracers,0.996719790596733,0.996719790596733,1,1.0,D011849,False
D011855:Radiodermatitis,0.44319173150750135,0.778612290738076,7,6.0,D011855,True
D011856:Radiographic Image Enhancement,0.4623604254332196,0.4623604254332196,1,1.0,D011856,False
"D011857:Radiographic Image Interpretation, Computer-Assisted",0.6098373148669692,0.6098373148669692,3,3.0,D011857,False
D011859:Radiography,0.3771743812332262,0.43324245593068417,239,120.0,D011859,False
"D011860:Radiography, Abdominal",0.18312845830158048,0.18312845830158048,1,1.0,D011860,False
"D011861:Radiography, Dental",0.34161404344890584,0.34161404344890584,3,3.0,D011861,False
"D011862:Radiography, Panoramic",0.24815322292386513,0.2962587870844752,9,7.0,D011862,False
D011863:Radioimmunoassay,0.42087330466424083,0.43437411885696264,31,17.0,D011863,False
D011866:Radioisotope Renography,0.5082651879408978,0.5082651879408978,1,1.0,D011866,False
D011868:Radioisotopes,0.45365788390417183,0.4449553423751241,9,7.0,D011868,False
D011869:Radioligand Assay,0.5463798125855474,0.5685870213736708,30,16.0,D011869,False
D011874:Radiometry,0.6601972414277191,0.6601972414277191,6,5.0,D011874,False
D011877:Radionuclide Imaging,0.3875110724906481,0.34177968905061196,25,16.0,D011877,False
D011878:Radiotherapy,0.43324245593068417,0.43324245593068417,59,47.0,D011878,False
D011879:Radiotherapy Dosage,0.363273080370481,0.363273080370481,17,13.0,D011879,False
"D011880:Radiotherapy Planning, Computer-Assisted",0.46869004300363876,0.46869004300363876,3,3.0,D011880,False
D011883:Radium,0.5323881011954407,0.5323881011954407,1,1.0,D011883,False
D011884:Radius,0.45365788390417183,0.5240513893038542,11,7.0,D011884,False
D011885:Radius Fractures,0.19937630714072305,0.19937630714072305,1,1.0,D011885,True
D011886:Radon,0.32071034991050434,0.32071034991050434,2,2.0,D011886,False
D011896:Rana temporaria,0.1198274574245593,0.1198274574245593,1,1.0,D011896,False
D011897:Random Allocation,0.6265696961664623,0.6211214025802183,210,161.0,D011897,False
D011899:Ranitidine,0.6596579025993426,0.1898114455838571,2,1.0,D011899,False
D011901:Ranvier's Nodes,0.7101984692356118,0.5494890847564364,5,2.0,D011901,False
D011903:Raphe Nuclei,0.28485943916049555,0.5516043665233212,5,1.0,D011903,False
"D011905:Genes, ras",0.6645220223201874,0.6993714852795236,191,73.0,D011905,False
"D011911:Rats, Gunn",0.5240513893038542,0.5240513893038542,1,1.0,D011911,False
"D011914:Rats, Inbred BN",0.2523441900533448,0.2523441900533448,3,3.0,D011914,False
"D011916:Rats, Inbred F344",0.6422981083073035,0.7101984692356118,32,23.0,D011916,False
"D011917:Rats, Inbred Lew",0.6841415465268676,0.6841415465268676,31,27.0,D011917,False
"D011918:Rats, Inbred SHR",0.4355057817832411,0.554835823862695,22,18.0,D011918,False
"D011919:Rats, Inbred Strains",0.3887797002772611,0.3887797002772611,3,3.0,D011919,False
"D011920:Rats, Inbred WF",0.6685248997713793,0.6685248997713793,2,2.0,D011920,False
"D011921:Rats, Inbred WKY",0.6840727610085816,0.7209314568490507,21,20.0,D011921,False
"D011922:Rats, Mutant Strains",0.7040468378122691,0.7040468378122691,2,2.0,D011922,False
"D011923:Rats, Nude",0.6596579025993426,0.6973592657632285,16,14.0,D011923,False
"D011924:Rats, Zucker",0.39910740962055574,0.39910740962055574,10,9.0,D011924,False
D011928:Raynaud Disease,0.4960599043919928,0.4960599043919928,9,9.0,D011928,True
D011929:Razoxane,0.7470255852314603,0.7470255852314603,1,1.0,D011929,False
D011930:Reaction Time,0.32071034991050434,0.2822918436207842,49,15.0,D011930,False
D011932:Reading,0.4210322372126174,0.5759262025694651,11,3.0,D011932,False
"D011933:Reagent Kits, Diagnostic",0.2000476587632551,0.17985346881265632,20,13.0,D011933,False
D011934:Reagent Strips,0.12995368838901752,0.12995368838901752,1,1.0,D011934,False
D011938:Rec A Recombinases,0.6831367416586593,,2,,D011938,False
D011939:Mental Recall,0.4750620397168196,0.4814340364300004,23,10.0,D011939,False
D011940:Receptor Aggregation,0.34161404344890584,0.34161404344890584,4,4.0,D011940,False
"D011941:Receptors, Adrenergic",0.5127687727423089,0.5127687727423089,8,8.0,D011941,False
"D011942:Receptors, Adrenergic, alpha",0.39106659966840635,0.39106659966840635,2,2.0,D011942,False
"D011943:Receptors, Adrenergic, beta",0.6265696961664623,0.5753105427351582,17,16.0,D011943,False
"D011944:Receptors, Androgen",0.5759262025694651,0.6206304152972811,738,270.0,D011944,False
"D011945:Receptors, Angiotensin",0.5586635313936756,0.712167612787571,12,9.0,D011945,False
"D011946:Receptors, Antigen",0.8567482633145882,0.9526191975083662,14,12.0,D011946,False
"D011947:Receptors, Antigen, B-Cell",0.5339286305954077,0.5902140672782875,87,42.0,D011947,False
"D011948:Receptors, Antigen, T-Cell",0.5916801961498956,0.663364207740655,317,129.0,D011948,False
"D011949:Receptors, Cholecystokinin",0.28485943916049555,,2,,D011949,False
"D011950:Receptors, Cholinergic",0.4417757975971067,0.36999669202778696,23,11.0,D011950,False
"D011951:Receptors, Complement",0.720195170360569,0.7037610707335478,32,15.0,D011951,False
"D011952:Receptors, Concanavalin A",0.720195170360569,0.720195170360569,1,1.0,D011952,False
"D011954:Receptors, Dopamine",0.4355057817832411,0.5128599245307643,8,7.0,D011954,False
"D011955:Receptors, Drug",0.4623604254332196,0.4623604254332196,1,1.0,D011955,False
